group,count,mean,std,min,p10,p25,median,p75,p90,max
Abnormal,91,0.49619274070629704,0.28014501410227605,0.0601535364985466,0.21970446407794952,0.2654207795858383,0.3914166986942291,0.6882473826408386,0.9691228270530701,0.9805721044540405
Normal,98,0.32682929503522357,0.1866192980668697,0.027276236563920975,0.09467949643731119,0.20264549925923347,0.31230688095092773,0.4346148669719696,0.49577887654304503,0.9717944264411926
