group,count,mean,std,min,p10,p25,median,p75,p90,max
Abnormal,91,0.5684924760710571,0.2967301853821251,0.008684569038450718,0.21460801362991333,0.33194324374198914,0.4933314919471741,0.8823628127574921,0.9861380457878113,0.9976915121078491
Normal,98,0.40742484565672216,0.2581215059713881,0.022121436893939972,0.09566090628504753,0.21867072954773903,0.3781025856733322,0.4855683222413063,0.9019346594810486,0.9912352561950684
