prob_bin,count,mean_prob_abnormal,observed_abnormal_rate
"(-0.001, 0.1]",4,0.08756348863244057,0.25
"(0.1, 0.2]",6,0.14088856180508932,0.16666666666666666
"(0.2, 0.3]",9,0.22781140440040165,0.3333333333333333
"(0.4, 0.5]",1,0.4938274323940277,0.0
"(0.5, 0.6]",34,0.5654511030982522,0.38235294117647056
"(0.6, 0.7]",82,0.648387991073655,0.5121951219512195
"(0.7, 0.8]",46,0.7414776812429014,0.5217391304347826
"(0.8, 0.9]",4,0.8253445029258728,1.0
"(0.9, 1.0]",3,0.9440231919288635,1.0
