group,count,mean,std,min,p10,p25,median,p75,p90,max
Abnormal,91,0.6551978029720076,0.13840376775030558,0.08594176173210144,0.5646497011184692,0.6118109226226807,0.6674351096153259,0.7368030548095703,0.7776861190795898,0.9699864983558655
Normal,98,0.5790947859688681,0.18464281050782125,0.08599226921796799,0.21349618285894395,0.564599871635437,0.6331283450126648,0.6900304853916168,0.7341023504734039,0.7901005148887634
