group,count,mean,std,min,p10,p25,median,p75,p90,max
Abnormal,91,0.48569091384882457,0.25149126681920214,0.09945458173751831,0.2344745248556137,0.2981933504343033,0.3809233605861664,0.6598734855651855,0.9366762042045593,0.9661521315574646
Normal,98,0.31679938323035534,0.14804960292344102,0.0874914824962616,0.16582512855529785,0.22357695549726486,0.3011648505926132,0.36211618036031723,0.4510222166776656,0.9300541877746582
