prob_bin,count,mean_prob_abnormal,observed_abnormal_rate
"(0.1, 0.2]",4,0.18104232475161552,0.25
"(0.2, 0.3]",18,0.2496980263127221,0.16666666666666666
"(0.3, 0.4]",36,0.35655031849940616,0.3333333333333333
"(0.4, 0.5]",47,0.44816176307962297,0.40425531914893614
"(0.5, 0.6]",25,0.5435689640045166,0.52
"(0.6, 0.7]",14,0.6600647440978459,0.5
"(0.7, 0.8]",15,0.7561491092046102,0.7333333333333333
"(0.8, 0.9]",10,0.846225482225418,0.8
"(0.9, 1.0]",20,0.9322066873311996,0.85
