group,count,mean,std,min,p10,p25,median,p75,p90,max
Abnormal,91,0.619580763218167,0.2204489933678079,0.15462501347064972,0.342538446187973,0.43281884491443634,0.5473589897155762,0.8044455945491791,0.9326895475387573,0.9586795568466187
Normal,98,0.44913320790748207,0.1715963992128929,0.17757053673267365,0.24459283053874972,0.3409306928515434,0.4245675355195999,0.5372233092784882,0.6785106003284453,0.9282710552215576
