group,count,mean,std,min,p10,p25,median,p75,p90,max
Abnormal,91,0.43825362966610837,0.10458726002134806,0.27461230754852295,0.3633783757686615,0.3828674703836441,0.4037727415561676,0.4325288087129593,0.5876620411872864,0.8387011885643005
Normal,98,0.40562011605622816,0.03834075413627439,0.32426801323890686,0.36046508848667147,0.3755313381552696,0.40428298711776733,0.42846012115478516,0.4519683063030243,0.5837509036064148
