group,count,mean,std,min,p10,p25,median,p75,p90,max
Abnormal,91,0.3689957498521595,0.27300983623680586,0.08571959286928177,0.1558341681957245,0.1792609840631485,0.2571839988231659,0.38368386030197144,0.9335124492645264,0.9767927527427673
Normal,98,0.22350008679287775,0.1535968025447696,0.0817132219672203,0.11314429119229316,0.14526765048503876,0.18729370832443237,0.2515031285583973,0.3167360424995422,0.9591483473777771
