prob_bin,count,mean_prob_abnormal,observed_abnormal_rate
"(-0.001, 0.1]",6,0.08657986919085185,0.16666666666666666
"(0.1, 0.2]",78,0.15451195339361826,0.3717948717948718
"(0.2, 0.3]",53,0.23700276804420184,0.41509433962264153
"(0.3, 0.4]",24,0.3429519099493821,0.75
"(0.4, 0.5]",4,0.47062239795923233,0.5
"(0.5, 0.6]",5,0.5585979223251343,0.6
"(0.7, 0.8]",2,0.781860738992691,1.0
"(0.8, 0.9]",3,0.8333916664123535,0.6666666666666666
"(0.9, 1.0]",14,0.9556315668991634,0.8571428571428571
